"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDEX_TYPE","COICOP_1999","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:CPI(3.0.1)","MNG.CPI._T.IX.A","OBS_VALUE","Mongolia","Consumer price index (CPI)","All Items","53.35458603896102","61.0004768668831","67.39982751623376","75.65898944805198","79.99854910714285","80.58515624999998","84.05147118506495","89.78735194355399","96.34278894304344","100.0","107.3528124338022","123.6145693223568","136.4056896455516","145.6851627304483"
"IMF.STA:CPI(3.0.1)","SVN.CPI._T.IX.A","OBS_VALUE","Slovenia, Republic of","Consumer price index (CPI)","All Items","96.08916666666666","98.585","100.3291666666667","100.5291666666666","100.0008333333333","99.94583333333333","101.3741666666667","103.1366666666667","104.8183333333334","104.7608333333334","106.7691666666667","116.2008333333334","124.8541666666666","127.3083333333333"
"IMF.STA:CPI(3.0.1)","MKD.CPI._T.IX.A","OBS_VALUE","North Macedonia, Republic of","Consumer price index (CPI)","All Items","103.9047542206974","107.3502937111869","110.34","110.0291666666667","109.6991666666666","109.4366666666667","110.9158333333334","112.5333333333333","113.3958333333333","114.7566666666667","118.4641666666667","135.2916666666667","147.9575","153.1208333333333"
"IMF.STA:CPI(3.0.1)","BIH.CPI._T.IX.A","OBS_VALUE","Bosnia and Herzegovina","Consumer price index (CPI)","All Items","100.003868173744","102.056622094778","101.9616628128543","101.0468688365397","100.0","98.4159","99.2132","100.6191583333334","101.185425","100.1216666666666","102.1057166666666","116.4218","123.5304","125.6206916666667"
"IMF.STA:CPI(3.0.1)","POL.CPI._T.IX.A","OBS_VALUE","Poland, Republic of","Consumer price index (CPI)","All Items","118.4333333333333","122.65","123.8666666666667","123.9333333333333","122.85","122.0333333333334","124.5666666666666","126.825","129.65","134.025","140.8","161.1166666666667","179.6916666666667","186.4916666666667"
"IMF.STA:CPI(3.0.1)","KOS.CPI._T.IX.A","OBS_VALUE","Kosovo, Republic of","Consumer price index (CPI)","All Items","95.9943193701727","98.37184698456802","100.1103965245018","100.5398278873379","99.99999999999994","100.2731694310454","101.7654691381547","102.837871348522","105.5898045859268","105.7991130624518","109.3472888101242","122.0102630221663","128.0428462125278","130.1164360158546"
"IMF.STA:CPI(3.0.1)","ROU.CPI._T.IX.A","OBS_VALUE","Romania","Consumer price index (CPI)","All Items","92.63083333333331","95.72","99.53416666666668","100.5975","99.99979347779082","98.455","99.77333333333335","104.3883333333333","108.3841666666667","111.2358333333333","116.8558333333333","132.9766666666667","146.8025","140.1683333333333"
"IMF.STA:CPI(3.0.1)","ZAF.CPI._T.IX.A","OBS_VALUE","South Africa","Consumer price index (CPI)","All Items","51.26666666666668","54.20833333333332","57.34166666666665","60.85833333333332","63.60833333333332","67.80833333333335","71.325","74.54166666666669","77.6","80.10833333333332","83.80833333333335","89.70833333333331","95.15833333333332","99.30833333333335"
"IMF.STA:CPI(3.0.1)","MDV.CPI._T.IX.A","OBS_VALUE","Maldives","Consumer price index (CPI)","All Items","79.6741014550638","88.34638491714227","91.70852145358732","93.65274371988838","94.54544790915432","95.0205476850391","97.6977263238236","97.56742355806561","97.78210089772784","96.44270685295002","96.96653511503132","99.22890340624265","102.1337952443232","103.5634618598896"
"IMF.STA:CPI(3.0.1)","SUR.CPI._T.IX.A","OBS_VALUE","Suriname","Consumer price index (CPI)","All Items","56.17644369318758","58.98912137597608","60.12373939683985","62.15797364783832","66.44308442566366","103.2607841510459","125.975","","140.6333333333333","189.7","301.85","460.1583333333335","697.5416666666665","810.75"
"IMF.STA:CPI(3.0.1)","NER.CPI._T.IX.A","OBS_VALUE","Niger","Consumer price index (CPI)","All Items","81.52239282886762","81.89339293994512","83.7746734719875","82.99532835758401","82.5172002635046","83.88194334650858","86.22759552042162","88.78648880105402","86.57588932806323","89.08502635046115","92.50399209486169","96.41341238471675","99.98164690382082","109.0515019762846"
"IMF.STA:CPI(3.0.1)","ALB.CPI._T.IX.A","OBS_VALUE","Albania","Consumer price index (CPI)","All Items","85.82399409157561","87.56758807661627","89.26431587904425","90.71563318771062","93.8917765161033","93.54689586238712","95.47452175715895","97.41080199053062","98.78535684543849","100.3865554742699","102.4359185260122","109.3249417001666","114.5285511579829","117.0647739353671"
"IMF.STA:CPI(3.0.1)","ECU.CPI._T.IX.A","OBS_VALUE","Ecuador","Consumer price index (CPI)","All Items","88.7737384982522","93.30272767640298","95.8422187176763","99.28220695959271","103.2203808815514","105.0043022186284","105.442522541418","105.2062224257326","105.4860841444342","105.1286209272738","105.2687062718434","108.9174982955168","111.3307698456298","113.0534188539908"
"IMF.STA:CPI(3.0.1)","JAM.CPI._T.IX.A","OBS_VALUE","Jamaica","Consumer price index (CPI)","All Items","66.19166666666665","70.74166666666667","77.34999999999998","83.75","86.84166666666665","88.88333333333333","92.775","96.24166666666667","100.0","105.2267777929352","111.3959948309412","122.925","130.8833333333334","137.9666666666667"
"IMF.STA:CPI(3.0.1)","CHL.CPI._T.IX.A","OBS_VALUE","Chile","Consumer price index (CPI)","All Items","60.341011666529","62.15573645772342","63.26804788283458","66.253461617501","69.1346746204696","71.75224721793785","73.31839676966045","75.10361894404882","77.0244276126946","79.37019950639694","82.96135845846308","92.62126845904788","99.6435189741263","103.9258376225564"
"IMF.STA:CPI(3.0.1)","SLV.CPI._T.IX.A","OBS_VALUE","El Salvador","Consumer price index (CPI)","All Items","106.2783333333333","108.1166666666666","108.9358333333333","110.1791666666667","109.3733333333334","110.0340019547512","111.1479356113828","112.359814904202","112.444448962869","112.0266163962212","115.9104961224495","124.2544478229342","129.2812198374132","130.385"
"IMF.STA:CPI(3.0.1)","MEX.CPI._T.IX.A","OBS_VALUE","Mexico","Consumer price index (CPI)","All Items","75.9071925","79.02812416666669","82.03624333333335","85.332965","87.65456833333332","90.12792416666667","95.57296416666665","100.2554183333333","103.9006666666666","107.43","113.5419166666666","122.5075","129.2796666666667","135.3845833333333"
"IMF.STA:CPI(3.0.1)","HKG.CPI._T.IX.A","OBS_VALUE","Hong Kong Special Administrative Region, People's Republic of China","Consumer price index (CPI)","All Items","77.90833333333332","81.06666666666668","84.58333333333336","88.325","90.96666666666668","93.15833333333335","94.55","96.82499999999997","99.61666666666667","99.86666666666667","101.4333333333333","103.3416666666667","105.5083333333333","107.3333333333333"
"IMF.STA:CPI(3.0.1)","UZB.CPI._T.IX.A","OBS_VALUE","Uzbekistan, Republic of","Consumer price index (CPI)","All Items","35.5259926308572","40.2185508936128","44.98100379692442","49.15663246435188","53.45876291676832","57.8054343582056","65.82636760628564","77.36189852360575","88.59928363374648","100.0","110.8492397508122","123.5377572691174","135.8379061359042","148.9167256628924"
"IMF.STA:CPI(3.0.1)","MWI.CPI._T.IX.A","OBS_VALUE","Malawi","Consumer price index (CPI)","All Items","20.02209643836324","24.28104963059894","30.90572933814735","38.25884053461372","46.625034164546","56.74784811791352","63.29847576665038","71.16025919710054","77.82857042352585","84.54168520348722","92.42954626460198","111.7972054104344","143.9833333333334","190.3166666666667"
"IMF.STA:CPI(3.0.1)","SMR.CPI._T.IX.A","OBS_VALUE","San Marino, Republic of","Consumer price index (CPI)","All Items","94.30758782490585","96.9739766623449","98.5298203370995","99.62642081466045","99.7715626350559","100.4141666666667","101.4325","102.6125","103.0975","102.96","104.6233333333334","110.195","116.7316666666667","118.1816666666667"
"IMF.STA:CPI(3.0.1)","URY.CPI._T.IX.A","OBS_VALUE","Uruguay","Consumer price index (CPI)","All Items","40.28469296565812","43.54685305757692","47.28105451295802","51.47836078130985","55.9396144516788","61.3318651857526","65.14553810800459","70.10085535554705","75.62619685944082","83.00459594025278","89.43572066896465","97.5782883830397","103.3052592183334","108.3146796525"
"IMF.STA:CPI(3.0.1)","LBY.CPI._T.IX.A","OBS_VALUE","Libya","Consumer price index (CPI)","All Items","122.5216379310345","129.9462089511494","133.3323706896552","136.5762691570881","150.7833333333333","189.7666666666666","238.7333333333334","270.175","264.3333333333332","268.1583333333332","275.85","288.2916666666668","295.1333333333332","301.4083333333332"
"IMF.STA:CPI(3.0.1)","VUT.CPI._T.IX.A","OBS_VALUE","Vanuatu","Consumer price index (CPI)","All Items","136.9546678358015","138.8","140.825","141.95","145.475","146.7","151.225","154.75","159.025","167.5","171.425","182.875","203.325",""
"IMF.STA:CPI(3.0.1)","TUN.CPI._T.IX.A","OBS_VALUE","Tunisia","Consumer price index (CPI)","All Items","83.06730580975582","86.89824063623658","91.51795559154785","95.75116529732774","99.99999999999999","103.6293993738438","109.1309270799326","117.1057697151828","124.9753656542244","132.0166666666667","139.55","151.1416666666666","165.2416666666667","177.15"
"IMF.STA:CPI(3.0.1)","COG.CPI._T.IX.A","OBS_VALUE","Congo, Republic of","Consumer price index (CPI)","All Items","81.7607434287552","85.8571101650789","89.83368198601379","90.65309052454215","93.52597577383885","96.50997982737277","96.94433633243595","98.0618902482284","100.2252071889789","102.0246219654312","103.775","106.9333333333334","111.5333333333334","114.9813152968518"
"IMF.STA:CPI(3.0.1)","SEN.CPI._T.IX.A","OBS_VALUE","Senegal","Consumer price index (CPI)","All Items","77.70995910360718","78.81206405552588","79.37182318345158","78.5064678534955","78.6126179667089","79.27082957989435","80.31574051582622","80.68598454824301","82.10614785079022","84.19422776911078","86.0299336973479","94.37210064589422","99.97731079031755","100.7816315536696"
"IMF.STA:CPI(3.0.1)","HTI.CPI._T.IX.A","OBS_VALUE","Haiti","Consumer price index (CPI)","All Items","61.4038826130238","64.48515495849428","67.55788809952207","69.88064084354555","74.58489426288925","83.1643255800611","92.04634933894272","103.5350326181662","122.9","150.9166666666667","176.3333333333333","236.2583333333334","323.2333333333332","410.3416666666665"
"IMF.STA:CPI(3.0.1)","PAN.CPI._T.IX.A","OBS_VALUE","Panama","Consumer price index (CPI)","All Items","90.94557978142078","96.12784043715848","99.99906229508198","102.6255646653006","102.7666666666667","103.5268666666667","104.4333333333333","105.228675","104.855025","103.2294833333333","104.91285","107.9129916666667","109.517025","110.276225"
"IMF.STA:CPI(3.0.1)","KNA.CPI._T.IX.A","OBS_VALUE","St. Kitts and Nevis","Consumer price index (CPI)","All Items","107.525","108.4025","109.6025","109.8741666666667","107.345","106.6075","107.3483333333334","106.235","105.8848897416666","104.6489536416667","105.9002295333334","108.7258333333333","112.5933333333334","113.8266666666666"
"IMF.STA:CPI(3.0.1)","HRV.CPI._T.IX.A","OBS_VALUE","Croatia, Republic of","Consumer price index (CPI)","All Items","95.25","98.5","100.6833333333333","100.4666666666666","100.0","98.875","99.99166666666667","101.4916666666667","102.275","102.4333333333334","105.05","116.375","125.6166666666667","129.35"
"IMF.STA:CPI(3.0.1)","NGA.CPI._T.IX.A","OBS_VALUE","Nigeria","Consumer price index (CPI)","All Items","120.7200632909991","135.4771751276884","146.9866634449652","158.8152841907126","173.1236439582994","200.298537983892","233.3523359446718","261.5765495378885","291.386917859901","329.9840972647592","385.925792181719","458.6619509423608","571.765924997574","761.8329064229952"
